"Step","dulcet-rain-4 - train/sigreg","dulcet-rain-4 - train/sigreg__MIN","dulcet-rain-4 - train/sigreg__MAX"
"199939","1.9296875","1.9296875","1.9296875"
"199963","2.09375","2.09375","2.09375"
"199970","2.265625","2.265625","2.265625"
"199986","2.140625","2.140625","2.140625"
"199995","1.9453125","1.9453125","1.9453125"
"200039","2.5","2.5","2.5"
"200051","2.1875","2.1875","2.1875"
"200058","1.9296875","1.9296875","1.9296875"
"200125","1.8203125","1.8203125","1.8203125"
"200154","1.8828125","1.8828125","1.8828125"
"200197","2.1875","2.1875","2.1875"
"200208","2.375","2.375","2.375"
"200234","2.109375","2.109375","2.109375"
"200248","2.3125","2.3125","2.3125"
"200259","2.359375","2.359375","2.359375"
"200311","2.203125","2.203125","2.203125"
"200313","2.265625","2.265625","2.265625"
"200331","2.09375","2.09375","2.09375"
"200335","2.171875","2.171875","2.171875"
"200355","2.09375","2.09375","2.09375"
"200357","2.0625","2.0625","2.0625"
"200367","2.234375","2.234375","2.234375"
"200391","1.6953125","1.6953125","1.6953125"
"200394","1.8125","1.8125","1.8125"
"200406","2.125","2.125","2.125"
"200438","2.328125","2.328125","2.328125"
"200447","1.8671875","1.8671875","1.8671875"
"200456","2.390625","2.390625","2.390625"
"200460","2.21875","2.21875","2.21875"
"200479","2.34375","2.34375","2.34375"
"200481","1.8125","1.8125","1.8125"
"200486","2.28125","2.28125","2.28125"
"200500","2.09375","2.09375","2.09375"
"200551","2.078125","2.078125","2.078125"
"200552","2.109375","2.109375","2.109375"
"200558","2.15625","2.15625","2.15625"
"200563","2.25","2.25","2.25"
"200680","2.359375","2.359375","2.359375"
"200706","2","2","2"
"200783","2.390625","2.390625","2.390625"
"200942","2.046875","2.046875","2.046875"
"200943","2.359375","2.359375","2.359375"
"200945","1.8046875","1.8046875","1.8046875"
"200987","2.140625","2.140625","2.140625"
"201022","2.265625","2.265625","2.265625"
"201030","2.34375","2.34375","2.34375"
"201062","2.125","2.125","2.125"
"201119","2.375","2.375","2.375"
"201124","2.046875","2.046875","2.046875"
"201169","2.234375","2.234375","2.234375"
"201183","2.078125","2.078125","2.078125"
"201191","2.078125","2.078125","2.078125"
"201202","2.421875","2.421875","2.421875"
"201215","2.015625","2.015625","2.015625"
"201225","2.375","2.375","2.375"
"201230","2.40625","2.40625","2.40625"
"201241","2.25","2.25","2.25"
"201252","2.046875","2.046875","2.046875"
"201258","1.828125","1.828125","1.828125"
"201279","1.9453125","1.9453125","1.9453125"
"201284","1.75","1.75","1.75"
"201291","2.359375","2.359375","2.359375"
"201295","2.15625","2.15625","2.15625"
"201299","2.546875","2.546875","2.546875"
"201336","2.109375","2.109375","2.109375"
"201371","1.921875","1.921875","1.921875"
"201418","2.03125","2.03125","2.03125"
"201421","1.890625","1.890625","1.890625"
"201429","2.015625","2.015625","2.015625"
"201458","2.0625","2.0625","2.0625"
"201467","2.0625","2.0625","2.0625"
"201469","2.40625","2.40625","2.40625"
"201504","2.078125","2.078125","2.078125"
"201553","2.421875","2.421875","2.421875"
"201560","2.203125","2.203125","2.203125"
"201565","2.265625","2.265625","2.265625"
"201611","2.296875","2.296875","2.296875"
"201648","2.125","2.125","2.125"
"201657","2.09375","2.09375","2.09375"
"201658","2.140625","2.140625","2.140625"
"201692","2.109375","2.109375","2.109375"
"201698","2.390625","2.390625","2.390625"
"201737","2.46875","2.46875","2.46875"
"201746","2.21875","2.21875","2.21875"
"201784","2.1875","2.1875","2.1875"
"201788","2.140625","2.140625","2.140625"
"201806","2.28125","2.28125","2.28125"
"201885","2.359375","2.359375","2.359375"
"201920","2.0625","2.0625","2.0625"
"201947","2.1875","2.1875","2.1875"
"201963","2.40625","2.40625","2.40625"
"201981","1.8046875","1.8046875","1.8046875"
"201984","2.015625","2.015625","2.015625"
"201990","2.078125","2.078125","2.078125"
"201997","1.96875","1.96875","1.96875"
"202058","2.25","2.25","2.25"
"202077","2.21875","2.21875","2.21875"
"202112","2.1875","2.1875","2.1875"
"202145","2.28125","2.28125","2.28125"
"202325","2.28125","2.28125","2.28125"
"202382","2.328125","2.328125","2.328125"
"202386","2.171875","2.171875","2.171875"
"202420","2.53125","2.53125","2.53125"
"202423","2.171875","2.171875","2.171875"
"202426","2.09375","2.09375","2.09375"
"202440","2.453125","2.453125","2.453125"
"202463","1.96875","1.96875","1.96875"
"202471","2.03125","2.03125","2.03125"
"202487","2.328125","2.328125","2.328125"
"202494","2.21875","2.21875","2.21875"
"202498","2.453125","2.453125","2.453125"
"202543","2.296875","2.296875","2.296875"
"202551","1.7421875","1.7421875","1.7421875"
"202557","1.9140625","1.9140625","1.9140625"
"202629","2.171875","2.171875","2.171875"
"202639","2.765625","2.765625","2.765625"
"202666","2.390625","2.390625","2.390625"
"202701","2.171875","2.171875","2.171875"
"202711","2.265625","2.265625","2.265625"
"202715","2.21875","2.21875","2.21875"
"202718","2.109375","2.109375","2.109375"
"202725","2.234375","2.234375","2.234375"
"202762","2.3125","2.3125","2.3125"
"202772","2.09375","2.09375","2.09375"
"202778","2.296875","2.296875","2.296875"
"202780","2.46875","2.46875","2.46875"
"202788","2.296875","2.296875","2.296875"
"202818","2.15625","2.15625","2.15625"
"202827","2.125","2.125","2.125"
"202846","2.25","2.25","2.25"
"202893","2.046875","2.046875","2.046875"
"202898","2.15625","2.15625","2.15625"
"202913","2.109375","2.109375","2.109375"
"202917","2.125","2.125","2.125"
"202956","2.34375","2.34375","2.34375"
"202958","2.21875","2.21875","2.21875"
"202965","2.203125","2.203125","2.203125"
"202979","2.328125","2.328125","2.328125"
"202998","2.46875","2.46875","2.46875"
"203012","2.21875","2.21875","2.21875"
"203030","1.953125","1.953125","1.953125"
"203096","1.8359375","1.8359375","1.8359375"
"203124","2.1875","2.1875","2.1875"
"203125","2.28125","2.28125","2.28125"
"203165","2.40625","2.40625","2.40625"
"203208","1.84375","1.84375","1.84375"
"203214","2.21875","2.21875","2.21875"
"203267","2.015625","2.015625","2.015625"
"203271","1.9765625","1.9765625","1.9765625"
"203313","2.328125","2.328125","2.328125"
"203331","2.296875","2.296875","2.296875"
"203340","2.359375","2.359375","2.359375"
"203380","1.9375","1.9375","1.9375"
"203431","2.046875","2.046875","2.046875"
"203442","2.140625","2.140625","2.140625"
"203448","2.125","2.125","2.125"
"203459","1.984375","1.984375","1.984375"
"203468","1.9296875","1.9296875","1.9296875"
"203482","2.046875","2.046875","2.046875"
"203559","2.09375","2.09375","2.09375"
"203576","1.9609375","1.9609375","1.9609375"
"203603","2.359375","2.359375","2.359375"
"203616","1.890625","1.890625","1.890625"
"203622","2.34375","2.34375","2.34375"
"203689","2.25","2.25","2.25"
"203690","2.046875","2.046875","2.046875"
"203719","1.8671875","1.8671875","1.8671875"
"203738","1.9765625","1.9765625","1.9765625"
"203746","2","2","2"
"203797","1.9921875","1.9921875","1.9921875"
"203812","2.234375","2.234375","2.234375"
"203840","2.296875","2.296875","2.296875"
"203859","2.28125","2.28125","2.28125"
"203924","2.15625","2.15625","2.15625"
"203955","2.0625","2.0625","2.0625"
"203956","2.5625","2.5625","2.5625"
"203957","2.28125","2.28125","2.28125"
"203965","2.640625","2.640625","2.640625"
"203967","2.078125","2.078125","2.078125"
"203980","2.296875","2.296875","2.296875"
"203987","2.4375","2.4375","2.4375"
"203990","2.140625","2.140625","2.140625"
"204011","1.984375","1.984375","1.984375"
"204049","2.3125","2.3125","2.3125"
"204188","1.8125","1.8125","1.8125"
"204190","1.921875","1.921875","1.921875"
"204195","2.171875","2.171875","2.171875"
"204215","2.140625","2.140625","2.140625"
"204220","1.8203125","1.8203125","1.8203125"
"204222","2.5625","2.5625","2.5625"
"204236","2.046875","2.046875","2.046875"
"204268","2.203125","2.203125","2.203125"
"204304","2.046875","2.046875","2.046875"
"204347","2.328125","2.328125","2.328125"
"204369","1.9765625","1.9765625","1.9765625"
"204374","2.4375","2.4375","2.4375"
"204399","1.9375","1.9375","1.9375"
"204415","1.921875","1.921875","1.921875"
"204437","2.109375","2.109375","2.109375"
"204458","2.109375","2.109375","2.109375"
"204472","2.34375","2.34375","2.34375"
"204475","2.25","2.25","2.25"
"204506","2.46875","2.46875","2.46875"
"204509","2.375","2.375","2.375"
"204535","2.390625","2.390625","2.390625"
"204543","2.28125","2.28125","2.28125"
"204544","1.96875","1.96875","1.96875"
"204572","2.1875","2.1875","2.1875"
"204615","2.15625","2.15625","2.15625"
"204616","2.046875","2.046875","2.046875"
"204634","1.9609375","1.9609375","1.9609375"
"204677","2.203125","2.203125","2.203125"
"204758","2.25","2.25","2.25"
"204782","1.9296875","1.9296875","1.9296875"
"204794","2.265625","2.265625","2.265625"
"204807","2.078125","2.078125","2.078125"
"204823","2.03125","2.03125","2.03125"
"204827","2.234375","2.234375","2.234375"
"204832","1.9765625","1.9765625","1.9765625"
"204888","2.125","2.125","2.125"
"204911","2.515625","2.515625","2.515625"
"204922","2.140625","2.140625","2.140625"
"204939","2.140625","2.140625","2.140625"
"204999","2.203125","2.203125","2.203125"
"205012","1.890625","1.890625","1.890625"
"205026","2.125","2.125","2.125"
"205144","2.078125","2.078125","2.078125"
"205149","2.15625","2.15625","2.15625"
"205164","2.140625","2.140625","2.140625"
"205169","2.296875","2.296875","2.296875"
"205192","2.328125","2.328125","2.328125"
"205204","2.265625","2.265625","2.265625"
"205214","2.390625","2.390625","2.390625"
"205217","2.28125","2.28125","2.28125"
"205222","2.28125","2.28125","2.28125"
"205230","1.890625","1.890625","1.890625"
"205239","2.296875","2.296875","2.296875"
"205318","2.078125","2.078125","2.078125"
"205329","2.3125","2.3125","2.3125"
"205348","2.28125","2.28125","2.28125"
"205350","2.046875","2.046875","2.046875"
"205354","1.9453125","1.9453125","1.9453125"
"205356","2.078125","2.078125","2.078125"
"205376","2.21875","2.21875","2.21875"
"205392","2.09375","2.09375","2.09375"
"205395","2.15625","2.15625","2.15625"
"205396","2.171875","2.171875","2.171875"
"205413","2.265625","2.265625","2.265625"
"205427","2.3125","2.3125","2.3125"
"205444","2.21875","2.21875","2.21875"
"205455","2","2","2"
"205460","2.53125","2.53125","2.53125"
"205466","2.4375","2.4375","2.4375"
"205518","2.25","2.25","2.25"
"205537","2.015625","2.015625","2.015625"
"205552","2.21875","2.21875","2.21875"
"205566","1.8125","1.8125","1.8125"
"205593","2.453125","2.453125","2.453125"
"205640","1.9921875","1.9921875","1.9921875"
"205643","2.296875","2.296875","2.296875"
"205661","2.140625","2.140625","2.140625"
"205688","2.375","2.375","2.375"
"205716","2.625","2.625","2.625"
"205718","2.015625","2.015625","2.015625"
"205727","2.390625","2.390625","2.390625"
"205730","2.25","2.25","2.25"
"205759","2.25","2.25","2.25"
"205876","1.9765625","1.9765625","1.9765625"
"205914","2","2","2"
"205934","2.03125","2.03125","2.03125"
"205942","2.09375","2.09375","2.09375"
"205954","2.453125","2.453125","2.453125"
"206007","2.28125","2.28125","2.28125"
"206009","2.203125","2.203125","2.203125"
"206041","2.140625","2.140625","2.140625"
"206050","2.328125","2.328125","2.328125"
"206076","2.421875","2.421875","2.421875"
"206122","2.28125","2.28125","2.28125"
"206157","2.0625","2.0625","2.0625"
"206178","1.8671875","1.8671875","1.8671875"
"206273","2.3125","2.3125","2.3125"
"206318","1.9921875","1.9921875","1.9921875"
"206356","2.171875","2.171875","2.171875"
"206366","2.328125","2.328125","2.328125"
"206374","1.8515625","1.8515625","1.8515625"
"206382","2.109375","2.109375","2.109375"
"206407","2.171875","2.171875","2.171875"
"206420","2.078125","2.078125","2.078125"
"206443","1.9296875","1.9296875","1.9296875"
"206451","2.265625","2.265625","2.265625"
"206468","2.171875","2.171875","2.171875"
"206500","2.109375","2.109375","2.109375"
"206549","2.328125","2.328125","2.328125"
"206583","2.125","2.125","2.125"
"206600","1.9453125","1.9453125","1.9453125"
"206615","2.375","2.375","2.375"
"206676","2.1875","2.1875","2.1875"
"206714","2.21875","2.21875","2.21875"
"206721","2.171875","2.171875","2.171875"
"206733","2.09375","2.09375","2.09375"
"206752","2.3125","2.3125","2.3125"
"206801","2.28125","2.28125","2.28125"
"206802","2.046875","2.046875","2.046875"
"206859","2.375","2.375","2.375"
"206869","1.96875","1.96875","1.96875"
"206874","2.40625","2.40625","2.40625"
"206879","2.25","2.25","2.25"
"206924","2.3125","2.3125","2.3125"
"206941","2.328125","2.328125","2.328125"
"206962","2.046875","2.046875","2.046875"
"207086","2.34375","2.34375","2.34375"
"207107","2.109375","2.109375","2.109375"
"207172","2.03125","2.03125","2.03125"
"207207","2.0625","2.0625","2.0625"
"207216","2.296875","2.296875","2.296875"
"207244","2.4375","2.4375","2.4375"
"207255","2.34375","2.34375","2.34375"
"207259","2.390625","2.390625","2.390625"
"207277","2.359375","2.359375","2.359375"
"207289","1.8359375","1.8359375","1.8359375"
"207292","1.8671875","1.8671875","1.8671875"
"207305","2.140625","2.140625","2.140625"
"207311","1.921875","1.921875","1.921875"
"207315","2.390625","2.390625","2.390625"
"207317","2.25","2.25","2.25"
"207318","2.328125","2.328125","2.328125"
"207327","2.140625","2.140625","2.140625"
"207338","2.5","2.5","2.5"
"207343","2.5","2.5","2.5"
"207352","1.9375","1.9375","1.9375"
"207374","2.21875","2.21875","2.21875"
"207384","1.9453125","1.9453125","1.9453125"
"207391","2.1875","2.1875","2.1875"
"207474","2.1875","2.1875","2.1875"
"207475","2.203125","2.203125","2.203125"
"207476","2.140625","2.140625","2.140625"
"207504","2.3125","2.3125","2.3125"
"207557","2.296875","2.296875","2.296875"
"207561","2.359375","2.359375","2.359375"
"207569","2.375","2.375","2.375"
"207587","2.34375","2.34375","2.34375"
"207593","2.4375","2.4375","2.4375"
"207606","2.171875","2.171875","2.171875"
"207607","1.9921875","1.9921875","1.9921875"
"207631","2.296875","2.296875","2.296875"
"207635","2.046875","2.046875","2.046875"
"207680","2.109375","2.109375","2.109375"
"207728","2.078125","2.078125","2.078125"
"207784","2.421875","2.421875","2.421875"
"207821","2.21875","2.21875","2.21875"
"207887","1.890625","1.890625","1.890625"
"207906","2.109375","2.109375","2.109375"
"207925","2.390625","2.390625","2.390625"
"207929","2.109375","2.109375","2.109375"
"207943","2.015625","2.015625","2.015625"
"207945","2.046875","2.046875","2.046875"
"207984","2.1875","2.1875","2.1875"
"207988","2.046875","2.046875","2.046875"
"207994","2.078125","2.078125","2.078125"
"207999","2.171875","2.171875","2.171875"
"208054","2.328125","2.328125","2.328125"
"208075","2.3125","2.3125","2.3125"
"208080","2.390625","2.390625","2.390625"
"208127","2.046875","2.046875","2.046875"
"208219","2.15625","2.15625","2.15625"
"208220","2.171875","2.171875","2.171875"
"208252","2.015625","2.015625","2.015625"
"208286","2.1875","2.1875","2.1875"
"208321","1.953125","1.953125","1.953125"
"208327","2.640625","2.640625","2.640625"
"208329","2.34375","2.34375","2.34375"
"208334","1.9453125","1.9453125","1.9453125"
"208338","2.203125","2.203125","2.203125"
"208354","2.03125","2.03125","2.03125"
"208361","1.9921875","1.9921875","1.9921875"
"208394","1.7421875","1.7421875","1.7421875"
"208396","2.0625","2.0625","2.0625"
"208415","2.328125","2.328125","2.328125"
"208421","2.390625","2.390625","2.390625"
"208478","1.8984375","1.8984375","1.8984375"
"208535","1.734375","1.734375","1.734375"
"208540","1.6953125","1.6953125","1.6953125"
"208553","2.53125","2.53125","2.53125"
"208556","2.109375","2.109375","2.109375"
"208572","2.28125","2.28125","2.28125"
"208587","2.28125","2.28125","2.28125"
"208596","2.03125","2.03125","2.03125"
"208601","2.0625","2.0625","2.0625"
"208625","2.203125","2.203125","2.203125"
"208659","2.109375","2.109375","2.109375"
"208696","1.9609375","1.9609375","1.9609375"
"208726","2.03125","2.03125","2.03125"
"208735","2.125","2.125","2.125"
"208784","2.125","2.125","2.125"
"208791","2.015625","2.015625","2.015625"
"208811","2.015625","2.015625","2.015625"
"208817","2.21875","2.21875","2.21875"
"208861","1.8984375","1.8984375","1.8984375"
"208879","2.03125","2.03125","2.03125"
"208892","1.96875","1.96875","1.96875"
"208918","2.5","2.5","2.5"
"208926","2.203125","2.203125","2.203125"
"208964","2.3125","2.3125","2.3125"
"208974","2.265625","2.265625","2.265625"
"208983","2.140625","2.140625","2.140625"
"209187","2.5","2.5","2.5"
"209204","2.703125","2.703125","2.703125"
"209221","1.8359375","1.8359375","1.8359375"
"209227","2.3125","2.3125","2.3125"
"209234","2.421875","2.421875","2.421875"
"209286","2.21875","2.21875","2.21875"
"209334","2.0625","2.0625","2.0625"
"209337","2.078125","2.078125","2.078125"
"209349","2.125","2.125","2.125"
"209527","2.203125","2.203125","2.203125"
"209535","2.125","2.125","2.125"
"209548","2.140625","2.140625","2.140625"
"209558","2.328125","2.328125","2.328125"
"209560","2.390625","2.390625","2.390625"
"209570","2.109375","2.109375","2.109375"
"209582","1.953125","1.953125","1.953125"
"209623","1.890625","1.890625","1.890625"
"209626","2.109375","2.109375","2.109375"
"209641","2.015625","2.015625","2.015625"
"209679","1.8046875","1.8046875","1.8046875"
"209719","2.28125","2.28125","2.28125"
"209727","2.09375","2.09375","2.09375"
"209739","2.015625","2.015625","2.015625"
"209752","2.265625","2.265625","2.265625"
"209788","1.9765625","1.9765625","1.9765625"
"209884","2.40625","2.40625","2.40625"
"209898","2.328125","2.328125","2.328125"
"209917","1.984375","1.984375","1.984375"
"209918","2.34375","2.34375","2.34375"
"209943","2.328125","2.328125","2.328125"
"209952","1.9140625","1.9140625","1.9140625"
"209955","2.234375","2.234375","2.234375"
"209983","1.6640625","1.6640625","1.6640625"
"209991","2.515625","2.515625","2.515625"
"210002","2.125","2.125","2.125"
"210047","2.109375","2.109375","2.109375"
"210054","1.8984375","1.8984375","1.8984375"
"210081","2.078125","2.078125","2.078125"
"210087","2.046875","2.046875","2.046875"
"210105","2.203125","2.203125","2.203125"
"210138","1.953125","1.953125","1.953125"
"210163","2.109375","2.109375","2.109375"
"210172","2.296875","2.296875","2.296875"
"210191","2.140625","2.140625","2.140625"
"210200","2.21875","2.21875","2.21875"
"210215","2.328125","2.328125","2.328125"
"210225","2.21875","2.21875","2.21875"
"210228","2.359375","2.359375","2.359375"
"210296","2.265625","2.265625","2.265625"
"210332","2.328125","2.328125","2.328125"
"210344","2.34375","2.34375","2.34375"
"210376","2.234375","2.234375","2.234375"
"210377","2.265625","2.265625","2.265625"
"210392","2.09375","2.09375","2.09375"
"210399","2.359375","2.359375","2.359375"
"210406","2.375","2.375","2.375"
"210427","1.9609375","1.9609375","1.9609375"
"210450","2.078125","2.078125","2.078125"
"210455","2.265625","2.265625","2.265625"
"210465","2.171875","2.171875","2.171875"
"210486","2.4375","2.4375","2.4375"
"210507","2.109375","2.109375","2.109375"
"210564","2.296875","2.296875","2.296875"
"210577","2.109375","2.109375","2.109375"
"210581","2.09375","2.09375","2.09375"
"210601","1.890625","1.890625","1.890625"
"210603","2.328125","2.328125","2.328125"
"210607","2.15625","2.15625","2.15625"
"210619","2.0625","2.0625","2.0625"
"210622","1.8828125","1.8828125","1.8828125"
"210634","2.078125","2.078125","2.078125"
"210659","2.046875","2.046875","2.046875"
"210677","2.078125","2.078125","2.078125"
"210682","1.8203125","1.8203125","1.8203125"
"210713","2.1875","2.1875","2.1875"
"210734","2.3125","2.3125","2.3125"
"210740","2.265625","2.265625","2.265625"
"210754","2.25","2.25","2.25"
"210814","2.484375","2.484375","2.484375"
"210825","2.390625","2.390625","2.390625"
"210831","1.953125","1.953125","1.953125"
"210864","2.125","2.125","2.125"
"210875","2.171875","2.171875","2.171875"
"210900","2.046875","2.046875","2.046875"
"210925","2.265625","2.265625","2.265625"
"210948","2.25","2.25","2.25"
"211033","2.15625","2.15625","2.15625"
"211036","2.21875","2.21875","2.21875"
"211041","2.125","2.125","2.125"
"211120","1.84375","1.84375","1.84375"
"211161","2.234375","2.234375","2.234375"
"211180","1.9140625","1.9140625","1.9140625"
"211202","2.234375","2.234375","2.234375"
"211226","2.15625","2.15625","2.15625"
"211227","2.34375","2.34375","2.34375"
"211284","2.0625","2.0625","2.0625"
"211296","2.15625","2.15625","2.15625"
"211307","1.96875","1.96875","1.96875"
"211311","1.9375","1.9375","1.9375"
"211320","2.0625","2.0625","2.0625"
"211342","2.34375","2.34375","2.34375"
"211388","2.171875","2.171875","2.171875"
"211391","2.265625","2.265625","2.265625"
"211417","2.09375","2.09375","2.09375"
"211431","2.109375","2.109375","2.109375"
"211453","2","2","2"
"211461","1.90625","1.90625","1.90625"
"211466","2.1875","2.1875","2.1875"
"211469","2.15625","2.15625","2.15625"
"211485","2.078125","2.078125","2.078125"
"211488","2.171875","2.171875","2.171875"
"211509","2.109375","2.109375","2.109375"
"211518","2.171875","2.171875","2.171875"
"211538","2.03125","2.03125","2.03125"
"211630","2.234375","2.234375","2.234375"
"211638","2.25","2.25","2.25"
"211676","1.9453125","1.9453125","1.9453125"
"211708","2.015625","2.015625","2.015625"
"211775","2.015625","2.015625","2.015625"
"211789","1.7578125","1.7578125","1.7578125"
"211800","2.109375","2.109375","2.109375"
"211810","2.375","2.375","2.375"
"211876","2.1875","2.1875","2.1875"
"211881","2.421875","2.421875","2.421875"
"211891","2.09375","2.09375","2.09375"
"211954","2.078125","2.078125","2.078125"
"211965","2.375","2.375","2.375"
"212024","2.390625","2.390625","2.390625"
"212025","2.140625","2.140625","2.140625"
"212026","2.578125","2.578125","2.578125"
"212100","2.171875","2.171875","2.171875"
"212133","2.453125","2.453125","2.453125"
"212140","2.203125","2.203125","2.203125"
"212166","2.140625","2.140625","2.140625"
"212178","1.8046875","1.8046875","1.8046875"
"212236","1.953125","1.953125","1.953125"
"212253","2.234375","2.234375","2.234375"
"212291","2.046875","2.046875","2.046875"
"212297","2.0625","2.0625","2.0625"
"212298","2.078125","2.078125","2.078125"
"212326","2.203125","2.203125","2.203125"
"212331","2.140625","2.140625","2.140625"
"212334","2.0625","2.0625","2.0625"
"212354","2.171875","2.171875","2.171875"
"212367","1.8125","1.8125","1.8125"
"212373","2.265625","2.265625","2.265625"
"212421","1.828125","1.828125","1.828125"
"212472","1.984375","1.984375","1.984375"
"212489","2.390625","2.390625","2.390625"
"212517","2.25","2.25","2.25"
"212531","2.296875","2.296875","2.296875"
"212539","2.21875","2.21875","2.21875"
"212568","2.625","2.625","2.625"
"212575","2.046875","2.046875","2.046875"
"212581","1.9921875","1.9921875","1.9921875"
"212591","2.390625","2.390625","2.390625"
"212609","2.125","2.125","2.125"
"212614","2.078125","2.078125","2.078125"
"212622","1.9140625","1.9140625","1.9140625"
"212623","2.015625","2.015625","2.015625"
"212626","1.8125","1.8125","1.8125"
"212630","1.984375","1.984375","1.984375"
"212697","2.109375","2.109375","2.109375"
"212735","2.125","2.125","2.125"
"212736","2.078125","2.078125","2.078125"
"212740","2.125","2.125","2.125"
"212743","2.390625","2.390625","2.390625"
"212748","2.328125","2.328125","2.328125"
"212750","2.0625","2.0625","2.0625"
"212770","1.9609375","1.9609375","1.9609375"
"212778","2.25","2.25","2.25"
"212824","1.8828125","1.8828125","1.8828125"
"212831","2.203125","2.203125","2.203125"
"212838","2.515625","2.515625","2.515625"
"212860","1.8828125","1.8828125","1.8828125"
"212887","2.15625","2.15625","2.15625"
"212891","2.453125","2.453125","2.453125"
"212892","2.578125","2.578125","2.578125"
"212947","1.9296875","1.9296875","1.9296875"
"212954","1.96875","1.96875","1.96875"
"212978","2.09375","2.09375","2.09375"
"212980","2.390625","2.390625","2.390625"
"212992","1.8046875","1.8046875","1.8046875"
"212998","2.390625","2.390625","2.390625"
"213014","2.5","2.5","2.5"
"213041","2.078125","2.078125","2.078125"
"213069","2.296875","2.296875","2.296875"
"213071","2.125","2.125","2.125"
"213102","1.7734375","1.7734375","1.7734375"
"213118","1.828125","1.828125","1.828125"
"213136","2.09375","2.09375","2.09375"
"213142","2.125","2.125","2.125"
"213151","2.078125","2.078125","2.078125"
"213239","2.09375","2.09375","2.09375"
"213274","2.203125","2.203125","2.203125"
"213304","2.3125","2.3125","2.3125"
"213356","2.625","2.625","2.625"
"213365","1.984375","1.984375","1.984375"
"213375","2.296875","2.296875","2.296875"
"213396","1.921875","1.921875","1.921875"
"213408","2.015625","2.015625","2.015625"
"213429","2.203125","2.203125","2.203125"
"213441","1.8515625","1.8515625","1.8515625"
"213480","1.9140625","1.9140625","1.9140625"
"213562","2.28125","2.28125","2.28125"
"213592","2.21875","2.21875","2.21875"
"213601","2.03125","2.03125","2.03125"
"213618","2.1875","2.1875","2.1875"
"213627","2.25","2.25","2.25"
"213640","2.390625","2.390625","2.390625"
"213646","1.8671875","1.8671875","1.8671875"
"213661","2.484375","2.484375","2.484375"
"213673","2.125","2.125","2.125"
"213678","2.3125","2.3125","2.3125"
"213713","2.03125","2.03125","2.03125"
"213742","2.375","2.375","2.375"
"213797","2.1875","2.1875","2.1875"
"213891","1.9296875","1.9296875","1.9296875"
"213895","2.125","2.125","2.125"
"213928","2.359375","2.359375","2.359375"
"213948","1.7890625","1.7890625","1.7890625"
"214017","2.328125","2.328125","2.328125"
"214043","2.140625","2.140625","2.140625"
"214060","2.28125","2.28125","2.28125"
"214068","1.921875","1.921875","1.921875"
"214084","2.0625","2.0625","2.0625"
"214094","2.390625","2.390625","2.390625"
"214100","2.515625","2.515625","2.515625"
"214107","2.296875","2.296875","2.296875"
"214128","2.40625","2.40625","2.40625"
"214131","1.84375","1.84375","1.84375"
"214132","2.140625","2.140625","2.140625"
"214137","2.015625","2.015625","2.015625"
"214178","2.078125","2.078125","2.078125"
"214186","2.203125","2.203125","2.203125"
"214217","2.1875","2.1875","2.1875"
"214282","2.015625","2.015625","2.015625"
"214294","2.28125","2.28125","2.28125"
"214405","1.9296875","1.9296875","1.9296875"
"214408","2.09375","2.09375","2.09375"
"214440","2.265625","2.265625","2.265625"
"214444","2.296875","2.296875","2.296875"
"214456","2.09375","2.09375","2.09375"
"214487","2.21875","2.21875","2.21875"
"214496","2","2","2"
"214505","2.125","2.125","2.125"
"214551","2.21875","2.21875","2.21875"
"214562","2.0625","2.0625","2.0625"
"214575","2.453125","2.453125","2.453125"
"214582","2","2","2"
"214631","2.21875","2.21875","2.21875"
"214654","2","2","2"
"214720","2.1875","2.1875","2.1875"
"214746","2.265625","2.265625","2.265625"
"214750","2.375","2.375","2.375"
"214783","2.171875","2.171875","2.171875"
"214845","2.046875","2.046875","2.046875"
"214853","1.8359375","1.8359375","1.8359375"
"214879","2.0625","2.0625","2.0625"
"214880","2.234375","2.234375","2.234375"
"214914","2.21875","2.21875","2.21875"
"214920","2.265625","2.265625","2.265625"
"214949","2.078125","2.078125","2.078125"
"214980","2.203125","2.203125","2.203125"
"214993","1.953125","1.953125","1.953125"
"215002","2.09375","2.09375","2.09375"
"215023","1.9765625","1.9765625","1.9765625"
"215030","1.8125","1.8125","1.8125"
"215057","1.8359375","1.8359375","1.8359375"
"215098","2.46875","2.46875","2.46875"
"215104","2.46875","2.46875","2.46875"
"215131","2.0625","2.0625","2.0625"
"215137","2.203125","2.203125","2.203125"
"215200","2.125","2.125","2.125"
"215217","2.390625","2.390625","2.390625"
"215219","2.34375","2.34375","2.34375"
"215262","2.359375","2.359375","2.359375"
"215310","2.171875","2.171875","2.171875"
"215312","2.078125","2.078125","2.078125"
"215343","2.140625","2.140625","2.140625"
"215346","1.921875","1.921875","1.921875"
"215354","2.296875","2.296875","2.296875"
"215399","2.3125","2.3125","2.3125"
"215405","2.609375","2.609375","2.609375"
"215436","2.234375","2.234375","2.234375"
"215440","2.03125","2.03125","2.03125"
"215473","2.03125","2.03125","2.03125"
"215501","2.296875","2.296875","2.296875"
"215527","1.953125","1.953125","1.953125"
"215576","2.0625","2.0625","2.0625"
"215588","1.84375","1.84375","1.84375"
"215600","2.0625","2.0625","2.0625"
"215603","2.375","2.375","2.375"
"215624","2.015625","2.015625","2.015625"
